,publication_id,publication_kind,publication_date,application_id,application_date,country,inventor_name,inventor_firstname,inventor_country,invention_title,number_of_claims,attorney_name,attorney_firstname,inventor males,inventor females,inventor team size,attorney males,attorney females,attorney team size,Year,WorldWide Applications,Original Names
21080,US10904598,B2,20210126,US16263522,20190131,US,['Li Lisa'],['Lisa'],['CN'],"Apparatuses, systems and methods for sharing content",16,[],[],1,0,1,0,0,0,2022,['No KR or CN Application Number'],['No KR or CN Application Number']
21086,US10904604,B2,20210126,US16304422,20170526,KR,"['So Young-Wan', 'Kim Dong-Yeon', 'Park Kyung-Mo', 'Bae Jae-Hyeon', 'Yang Hyun-Koo']","['Young-Wan', 'Dong-Yeon', 'Kyung-Mo', 'Jae-Hyeon', 'Hyun-Koo']","['KR', 'KR', 'KR', 'KR', 'KR']",Method for providing media service list,14,[],[],4,1,5,0,0,0,2022,['KR20170134180A/en'],"[['소영완', '김동연', '박경모', '배재현', '양현구']]"
21092,US10904610,B2,20210126,US15768414,20161013,KR,"['So Young-Wan', 'Park Kyung-Mo', 'Bae Jae-Hyeon', 'Yang Hyun-Koo', 'Choi Byeong-Doo']","['Young-Wan', 'Kyung-Mo', 'Jae-Hyeon', 'Hyun-Koo', 'Byeong-Doo']","['KR', 'KR', 'KR', 'KR', 'KR']",Method and apparatus for transmission and reception of multimedia data,13,[],[],4,1,5,0,0,0,2022,"['KR102393158B1/en', 'CN108141624B/en']","[['소영완', '박경모', '양현구', '배재현', '최병두'], ['苏泳完', '朴勍模', '裵宰贤', '梁贤九', '崔秉斗']]"
21096,US10904612,B2,20210126,US16031511,20180710,KR,"['Lee Ki-Man', 'Kim Mi-Sun', 'Kim Sang-Hun', 'Kim Hyun-Joong', 'Seo Mi-Ra', 'Jung Woo-Cheol', 'Lee Yong-Gu']","['Ki-Man', 'Mi-Sun', 'Sang-Hun', 'Hyun-Joong', 'Mi-Ra', 'Woo-Cheol', 'Yong-Gu']","['KR', 'KR', 'KR', 'KR', 'KR', 'KR', 'KR']",Method for outputting audio and electronic device for the same,14,[],[],7,0,7,0,0,0,2022,"['KR102289474B1/en', 'KR102435292B1/en']","[['이기만', '김미선', '김상훈', '김현중', '서미라', '정우철', '이용구'], ['이기만', '김미선', '김상훈', '김현중', '서미라', '정우철', '이용구']]"
21105,US10904620,B2,20210126,US16572313,20190916,US,"['Oh Sejin', 'Kwon Woosuk', 'Hong Sungryong', 'Moon Kyoungsoo', 'Lee Jangwon', 'Ko Woosuk']","['Sejin', 'Woosuk', 'Sungryong', 'Kyoungsoo', 'Jangwon', 'Woosuk']","['KR', 'KR', 'KR', 'KR', 'KR', 'KR']","Apparatus for transmitting broadcast signals, apparatus for receiving broadcast signals, method for transmitting broadcast signals and method for receiving broadcast signals",8,[],[],1,5,6,0,0,0,2022,"['KR102145742B1/en', 'KR102145744B1/en', 'CN105325006B/en', 'KR102145745B1/en']","[['오세진', '권우석', '홍성룡', '문경수', '이장원', '고우석'], ['오세진', '권우석', '홍성룡', '문경수', '이장원', '고우석'], ['吴世珍', '权祐奭', '洪性龙', '文京洙', '李长远', '高祐奭'], ['오세진', '권우석', '홍성룡', '문경수', '이장원', '고우석']]"
21112,US10904627,B2,20210126,US16063934,20151231,US,"['Yan Bing', 'Du Mingliang', 'Dang Maochang', 'Fu Yuxiang']","['Bing', 'Mingliang', 'Maochang', 'Yuxiang']","['CN', 'CN', 'CN', 'CN']",Method for adjusting multimedia playing progress,11,[],[],3,1,4,0,0,0,2022,"['CN108432259B/en', 'CN112087666B/en']","[['燕兵', '杜明亮', '党茂昌', '符玉襄'], ['燕兵', '杜明亮', '党茂昌', '符玉襄']]"
21118,US10904633,B2,20210126,US15846867,20171219,KR,"['Seong Ju Hyun', 'Choi Myung Kwan', 'Seo Jang Won', 'Lee Jae Gu']","['Ju Hyun', 'Myung Kwan', 'Jang Won', 'Jae Gu']","['KR', 'KR', 'KR', 'KR']",Display device for displaying user interface controlling channel based on user input and controlling method thereof,19,[],[],4,0,4,0,0,0,2022,"['KR20180071050A/en', 'CN110089121B/en']","[['성주현', '최명관', '서장원', '이재구'], ['成珠贤', '崔明宽', '徐章源', '李才九']]"
21119,US10904634,B2,20210126,US16704581,20191205,US,['Peng Qingquan'],['Qingquan'],['CN'],Television program switching method and apparatus,20,[],[],0,1,1,0,0,0,2022,"['CN106464767B/en', 'CN113286178B/en']","[['彭清泉'], ['彭清泉']]"
21120,US10904635,B2,20210126,US15773655,20161104,KR,"['Kim Jung-Won', 'Hong Soon-Gi']","['Jung-Won', 'Soon-Gi']","['KR', 'KR']",Method and device for providing data in multimedia system,18,[],[],2,0,2,0,0,0,2022,"['KR102209292B1/en', 'CN108702532A/en']","[['김정원', '홍순기'], ['金廷源', '洪淳基']]"
21123,US10904638,B2,20210126,US14898450,20141210,KR,"['Lee Su-Bin', 'Shin Hyoung-Chul', 'Han Ju-Hyeun', 'Jeon Byoung-Ki']","['Su-Bin', 'Hyoung-Chul', 'Ju-Hyeun', 'Byoung-Ki']","['KR', 'KR', 'KR', 'KR']",Device and method for inserting advertisement by using frame clustering,5,[],[],2,2,4,0,0,0,2022,['CN105284122B/en'],"[['李秀瑸', '申亨哲', '韩柱贤', '全柄玑']]"
21126,US10904641,B2,20210126,US16517134,20190719,US,"['Kwak Minsung', 'Kim Jeongwoo']","['Minsung', 'Jeongwoo']","['KR', 'KR']",Transmitting/receiving system and method for processing a broadcast signal,12,[],[],1,1,2,0,0,0,2022,"['KR101899823B1/en', 'CN103703764A/en']","[['곽민성', '김정우'], ['郭珉诚', '金正祐']]"
21131,US10904645,B2,20210126,US16131535,20180914,US,"['Xu Cong', 'Fang Hao', 'Liu Yangbo', 'Zhang Haibo', 'Liu Zhonghua']","['Cong', 'Hao', 'Yangbo', 'Haibo', 'Zhonghua']","['CN', 'CN', 'CN', 'CN', 'CN']","Operating mode switching method, wireless sensor and system",22,['Christensen Kory D.'],['Kory D.'],4,1,5,1,0,1,2022,['CN108475100A/en'],"[['徐聪', '方浩', '刘杨波', '张海博', '刘中华']]"
21137,US10904651,B2,20210126,US16043599,20180724,KR,"['Kim Kwangho', 'Choi YeongRak', 'Lee Sungtae', 'Ham Sungsu']","['Kwangho', 'YeongRak', 'Sungtae', 'Sungsu']","['KR', 'KR', 'KR', 'KR']",Display apparatus,16,[],[],1,3,4,0,0,0,2022,"['KR102352563B1/en', 'CN113596688A/en', 'CN109391889B/en', 'KR20220011772A/en']","[['김광호', '최영락', '이성태', '함성수'], ['金光浩', '崔荣洛', '李成泰', '咸性秀'], ['金光浩', '崔荣洛', '李成泰', '咸性秀'], ['김광호', '최영락', '이성태', '함성수']]"
21146,US10904660,B2,20210126,US16734470,20200106,KR,"['Choi Younhyung', 'Lee Yunguk', 'Lee Jungjae', 'Kim Seungnyun', 'Yun Yongsang']","['Younhyung', 'Yunguk', 'Jungjae', 'Seungnyun', 'Yongsang']","['KR', 'KR', 'KR', 'KR', 'KR']",Electronic device and method for determining audio processing algorithm based on location of audio information processing device,20,[],[],0,5,5,0,0,0,2022,['KR20200085612A/en'],"[['최윤형', '이영욱', '이정재', '김승년', '윤용상']]"
21154,US10904668,B1,20210126,US16545634,20190820,US,"['Pires Victoria', 'Zhao Hua', 'Zhang Yu']","['Victoria', 'Hua', 'Yu']","['US', 'CN', 'CN']",Interrupt based pairing for wireless audio devices,17,[],[],1,2,3,0,0,0,2022,['No KR or CN Application Number'],['No KR or CN Application Number']
21156,US10904670,B2,20210126,US16806327,20200302,KR,"['Lee Sungtae', 'Park KwanHo', 'Choi YeongRak']","['Sungtae', 'KwanHo', 'YeongRak']","['KR', 'KR', 'KR']",Display apparatus,28,[],[],1,2,3,0,0,0,2022,"['KR20180121294A/en', 'CN108810759B/en', 'CN112738439A/en']","[['이성태', '박관호', '최영락'], ['李成泰', '朴宽镐', '崔荣洛'], ['李成泰', '朴宽镐', '崔荣洛']]"
21159,US10904673,B1,20210126,US16751171,20200123,CN,['Zhang Chengxiang'],['Chengxiang'],['CN'],Hearing aid charger case,7,[],[],0,1,1,0,0,0,2022,['CN210629155U/en'],[['张城详']]
21174,US10904688,B2,20210126,US16878616,20200520,CN,['Wang Jun'],['Jun'],['CN'],Source separation for reverberant environment,18,[],[],1,0,1,0,0,0,2022,['CN109644304B/en'],[['王珺']]
21175,US10904689,B2,20210126,US16797523,20200221,KR,"['Yoo Jae Hyoun', 'Lee Tae Jin', 'Lee Seok Jin']","['Jae Hyoun', 'Tae Jin', 'Seok Jin']","['KR', 'KR', 'KR']","Audio metadata providing apparatus and method, and multichannel audio data playback apparatus and method to support dynamic format conversion",15,[],[],3,0,3,0,0,0,2022,['No KR or CN Application Number'],['No KR or CN Application Number']
21187,US10904701,B2,20210126,US15745210,20160714,CN,"['Wu Guowen', 'Zhang Yingzhe', 'Siong Samuel Chia Han']","['Guowen', 'Yingzhe', 'Samuel Chia Han']","['CN', 'CN', 'CN']",Positioning information transmission method and communication device,20,[],[],1,2,3,0,0,0,2022,['CN105101296A/en'],"[['吴国稳', '张颖哲', '谢汉雄']]"
21189,US10904703,B2,20210126,US16099560,20170515,US,"['Lee Youngdae', 'Lee Jaewook']","['Youngdae', 'Jaewook']","['KR', 'KR']",Method and apparatus for reporting geographic information of in-vehicle terminal in wireless communication system,5,[],[],0,2,2,0,0,0,2022,['No KR or CN Application Number'],['No KR or CN Application Number']
21193,US10904707,B2,20210126,US16579335,20190923,CN,"['Zhong Guanhai', 'Li Hui']","['Guanhai', 'Hui']","['CN', 'CN']",Location-based service implementing method and apparatus,19,[],[],0,2,2,0,0,0,2022,['CN107135244B/en'],"[['钟观海', '李辉']]"
21196,US10904710,B2,20210126,US16821612,20200317,US,"['Sosnin Sergey', 'Khoryaev Alexey', 'Panteleev Sergey', 'Shilov Mikhail', 'Belov Dmitry', 'Xiong Gang', 'Kwon Hwan-Joon', 'Zhang Yushu', 'Kwak Yongjun', 'Han Seunghee', 'Sirotkin Alexander', 'Yiu Candy', 'Aldana Carlos', 'Li Qian', 'Heo Youn Hyoung']","['Sergey', 'Alexey', 'Sergey', 'Mikhail', 'Dmitry', 'Gang', 'Hwan-Joon', 'Yushu', 'Yongjun', 'Seunghee', 'Alexander', 'Candy', 'Carlos', 'Qian', 'Youn Hyoung']","['RU', 'RU', 'RU', 'RU', 'RU', 'US', 'US', 'CN', 'US', 'US', 'IL', 'US', 'US', 'US', 'KR']",User equipment positioning using PRSs from a plurality of TRPs in a 5G-NR network,20,[],[],14,1,15,0,0,0,2022,['No KR or CN Application Number'],['No KR or CN Application Number']
21198,US10904712,B2,20210126,US15532005,20170314,WO,"['Lu Qianxi', 'Zhang Zhang', 'Sorrentino Stefano', 'Belleschi Marco', 'Enbuske Henrik']","['Qianxi', 'Zhang', 'Stefano', 'Marco', 'Henrik']","['CN', 'CN', 'SE', 'SE', 'SE']",Method and apparatus for facilitating multicast communication,20,[],[],4,1,5,0,0,0,2022,['CN108886670B/en'],"[['卢前溪', '张璋', '斯蒂凡诺·索伦蒂诺', '马克·贝莱斯奇', '亨利克·恩布斯克']]"
21200,US10904714,B2,20210126,US16694905,20191125,KR,"['Lee Tae Young', 'Kim Tae Yong']","['Tae Young', 'Tae Yong']","['KR', 'KR']",Mobile terminal and control method,2,[],[],2,0,2,0,0,0,2022,"['KR101333879B1/en', 'CN102377819B/en']","[['이태영', '김태용'], ['李泰永', '金泰龙']]"
21205,US10904719,B2,20210126,US16827118,20200323,CN,['Cao Lin'],['Lin'],['CN'],"Message shunting method, device and system based on user mode protocol stack",20,[],[],1,0,1,0,0,0,2022,['No KR or CN Application Number'],['No KR or CN Application Number']
21211,US10904724,B2,20210126,US16743052,20200115,US,"['Zhao Ji', 'Wang Fenglei']","['Ji', 'Fenglei']","['CN', 'CN']",Methods and systems for naming a pick up location,19,[],[],1,1,2,0,0,0,2022,['CN110999331B/en'],"[['赵骥', '王风雷']]"
21213,US10904726,B2,20210126,US16877117,20200518,US,"['Stirling-Gallacher Richard', 'Li Zhongfeng', 'Castaneda Mario', 'Luo Jian', 'Zhou Chan', 'Manolakis Konstantinos']","['Richard', 'Zhongfeng', 'Mario', 'Jian', 'Chan', 'Konstantinos']","['DE', 'CN', 'DE', 'DE', 'DE', 'DE']",Transmitting and receiving devices for V2V communication,10,[],[],5,1,6,0,0,0,2022,"['CN115052014A/en', 'CN111557085B/en']","[['理查德·斯特林-加拉赫', '栗忠峰', '马里奥·凯斯坦尼达', '罗健', '周冁', '康斯坦丁诺·马诺拉基斯'], ['理查德·斯特林-加拉赫', '栗忠峰', '马里奥·凯斯坦尼达', '罗健', '周冁', '康斯坦丁诺·马诺拉基斯']]"
21221,US10904734,B2,20210126,US15745381,20160811,US,"['Lee Youngdae', 'Lee Jaewook']","['Youngdae', 'Jaewook']","['KR', 'KR']","Method and apparatus for notifying SI update, EAB update and PWS message in wireless communication system",12,[],[],0,2,2,0,0,0,2022,"['KR102199718B1/en', 'KR102368021B1/en', 'CN107925983B/en', 'KR20190116561A/en']","[['이영대', '이재욱'], ['이영대', '이재욱'], ['李英大', '李在煜'], ['이영대', '이재욱']]"
21224,US10904737,B2,20210126,US15966925,20180430,KR,"['Kang Dae-Ho', 'Cho Song-Yean', 'Kyung Yeun-Woong', 'Lim Chai-Man']","['Dae-Ho', 'Song-Yean', 'Yeun-Woong', 'Chai-Man']","['KR', 'KR', 'KR', 'KR']",Electronic device and proximity discovery method thereof,16,[],[],2,2,4,0,0,0,2022,"['KR102269320B1/en', 'CN110521192A/en']","[['강대호', '조성연', '경연웅', '임채만'], ['姜大豪', '赵晟娟', '景渊雄', '林采万']]"
21226,US10904739,B2,20210126,US16705550,20191206,KR,"['Lee Soohwan', 'Shin Myung Ki', 'Lee Seung-Ik']","['Soohwan', 'Myung Ki', 'Seung-Ik']","['KR', 'KR', 'KR']",Network data collection method from network function device for network data analytic function,16,[],[],2,1,3,0,0,0,2022,['No KR or CN Application Number'],['No KR or CN Application Number']
21232,US10904745,B2,20210126,US16369236,20190329,US,"['Lee Hyunho', 'Yi Yunjung', 'Hwang Daesung']","['Hyunho', 'Yunjung', 'Daesung']","['KR', 'KR', 'KR']","Method for plurality of processing time or plurality of transmission time intervals in wireless communication system, and apparatus therefor",9,[],[],1,2,3,0,0,0,2022,"['CN109792734A/en', 'KR102208128B1/en']","[['李贤镐', '李润贞', '黄大成'], ['이현호', '이윤정', '황대성']]"
21233,US10904746,B2,20210126,US16096415,20160506,CN,['Yang Kun'],['Kun'],['CN'],"Implementation method, apparatus and system for remote access",19,[],[],1,0,1,0,0,0,2022,['CN107087011B/en'],[['杨坤']]
21234,US10904747,B2,20210126,US16221377,20181214,CN,"['Zheng Xiuli', 'Xu Xiaohu', 'Wang Jiao']","['Xiuli', 'Xiaohu', 'Jiao']","['CN', 'CN', 'DE']",Service data packet encapsulation method and apparatus,14,[],[],1,2,3,0,0,0,2022,['CN107623656B/en'],"[['郑秀丽', '徐小虎', '王蛟']]"
21237,US10904750,B2,20210126,US16383087,20190412,US,"['Chen Jing', 'Pan Kai', 'Li He']","['Jing', 'Kai', 'He']","['CN', 'CN', 'CN']","Key obtaining method and device, and communications system",24,[],[],2,1,3,0,0,0,2022,"['CN109314861B/en', 'KR102219061B1/en', 'CN109587685B/en']","[['陈璟', '潘凯', '李�赫'], ['징 천', '카이 판', '허 리'], ['陈璟', '潘凯', '李�赫']]"
21239,US10904752,B2,20210126,US16099972,20170112,US,"['Kim Heejin', 'Kang Jiwon', 'Cho Heejeong', 'Hahn Genebeck', 'Byun Ilmu', 'Shim Hyunjin']","['Heejin', 'Jiwon', 'Heejeong', 'Genebeck', 'Ilmu', 'Hyunjin']","['KR', 'KR', 'KR', 'KR', 'KR', 'KR']",Method for allocating terminal identifier in distributed antenna communication system and device for same,8,[],[],0,6,6,0,0,0,2022,['CN109155645B/en'],"[['金希真', '姜智源', '赵嬉静', '韩镇百', '边日茂', '沈贤真']]"
21240,US10904753,B2,20210126,US16159235,20181012,US,"['Sun Sheng', 'Au Kwok Shum', 'Li Yunbo', 'Barber Phillip']","['Sheng', 'Kwok Shum', 'Yunbo', 'Phillip']","['CA', 'CA', 'CN', 'US']",Systems and methods for authentication,9,[],[],4,0,4,0,0,0,2022,"['KR101582502B1/en', 'CN103988480B/en']","[['성 쑨', '슘 콱 아우', '윈보 리'], ['孙晟', '区国琛', '李云波', '菲利普·巴贝尔']]"
21242,US10904755,B2,20210126,US16307115,20160614,US,"['Chen Chaobin', 'Liu Qiming']","['Chaobin', 'Qiming']","['CN', 'CN']",Data distribution from a movable object,17,[],[],1,1,2,0,0,0,2022,['CN109314862A/en'],"[['陈超彬', '刘启明']]"
21247,US10904760,B2,20210126,US16023170,20180629,US,"['Liu Jing', 'Huang Min', 'Shu Bing']","['Jing', 'Min', 'Bing']","['CN', 'CN', 'CN']","Data transmission method, apparatus, and device",10,[],[],2,1,3,0,0,0,2022,['CN108476131B/en'],"[['刘菁', '黄敏', '舒兵']]"
21250,US10904763,B2,20210126,US16345314,20170109,WO,"['Yang Haorui', 'He Yue', 'Jin Hui', 'Ouyang Guowei']","['Haorui', 'Yue', 'Hui', 'Guowei']","['CN', 'CN', 'CN', 'CN']",Network access method and device,6,[],[],3,1,4,0,0,0,2022,['CN108243631B/en'],"[['杨皓睿', '何岳', '金辉', '欧阳国威']]"
21251,US10904764,B2,20210126,US16874306,20200514,CN,"['Li He', 'Chen Jing']","['He', 'Jing']","['CN', 'CN']",Security protection method and apparatus,26,[],[],1,1,2,0,0,0,2022,"['CN109361655B/en', 'CN112738804B/en', 'CN109803263A/en', 'KR102354625B1/en', 'CN111357308A/en']","[['李�赫', '陈璟'], ['李�赫', '陈璟'], ['李�赫', '陈璟'], ['헤 리', '징 천'], ['李�赫', '陈璟']]"
21253,US10904766,B2,20210126,US16465319,20180820,KR,"['Park Sang Cheon', 'Hong Young Taek', 'Kim Jee Min', 'Kim Seong Lyun']","['Sang Cheon', 'Young Taek', 'Jee Min', 'Seong Lyun']","['KR', 'KR', 'KR', 'KR']",Method of determining node location in cognitive radio network environment and node location determination device for implementing the method,2,['Lee Sang Ho'],['Sang Ho'],4,0,4,1,0,1,2022,['KR102022002B1/en'],"[['이준희', '박상천', '홍영택', '김지민', '김성륜']]"
21254,US10904767,B2,20210126,US15686669,20170825,US,"['Sun Jingyuan', 'Xue Lixia', 'Shao Jiafeng']","['Jingyuan', 'Lixia', 'Jiafeng']","['CN', 'CN', 'CN']","Frequency band sharing method, apparatus, and system",13,[],[],0,3,3,0,0,0,2022,['CN106170998B/en'],"[['孙静原', '薛丽霞', '邵家枫']]"
21255,US10904768,B2,20210126,US16411163,20190514,CN,"['Liu Zheng', 'Zhang Xiaobo', 'Yang Lin']","['Zheng', 'Xiaobo', 'Lin']","['CN', 'CN', 'CN']",Method and device in communication node for wireless communication,20,[],[],3,0,3,0,0,0,2022,['CN110505706A/en'],"[['刘铮', '张晓博', '杨林']]"
21256,US10904769,B2,20210126,US16438950,20190612,KR,['Cho Minsung'],['Minsung'],['KR'],"Method, storage medium, and electronic device for wireless network design",20,[],[],1,0,1,0,0,0,2022,"['KR20200005002A/en', 'CN112400285A/en']","[['조민성'], ['赵敏成']]"
21257,US10904770,B2,20210126,US16904598,20200618,CN,"['Zhao Youping', 'Wang Yiteng', 'Guo Xin', 'Sun Chen']","['Youping', 'Yiteng', 'Xin', 'Chen']","['CN', 'CN', 'CN', 'CN']",Electronic apparatus and method for spectrum management device,20,[],[],2,2,4,0,0,0,2022,['CN108365901B/en'],"[['赵友平', '王奕腾', '郭欣', '孙晨']]"
21265,US10904778,B1,20210126,US16808887,20200304,US,"['Zhang Lele', 'Sheriff Akram Ismail', 'Li Chuanwei', 'Wu Wenjia']","['Lele', 'Akram Ismail', 'Chuanwei', 'Wenjia']","['CN', 'US', 'CN', 'CN']",Detection and deduction of urgent messages in low power and lossy networks,20,[],[],1,3,4,0,0,0,2022,['No KR or CN Application Number'],['No KR or CN Application Number']
21267,US10904780,B2,20210126,US14903235,20140709,US,"['Lee Seungmin', 'Seo Hanbyul', 'Seo Inkwon']","['Seungmin', 'Hanbyul', 'Inkwon']","['KR', 'KR', 'KR']",Method and apparatus for measuring channel status in wireless communication system supporting reconfiguration of usage of radio resource,8,[],[],1,2,3,0,0,0,2022,"['CN105659653B/en', 'KR102257627B1/en']","[['李承旻', '徐翰瞥', '徐人权'], ['이승민', '서한별', '서인권']]"
21274,US10904786,B2,20210126,US16827728,20200324,US,"['Zhang Jian', 'Xue Lixia', 'Zeng Qinghai', 'Li Yuanjie', 'Wang Ting']","['Jian', 'Lixia', 'Qinghai', 'Yuanjie', 'Ting']","['CN', 'CN', 'CN', 'CN', 'CN']","Method for using radio interface technology, apparatus, and communications system",20,[],[],3,2,5,0,0,0,2022,"['CN110572830B/en', 'CN113301655A/en', 'CN107079280B/en', 'KR101990945B1/en']","[['张健', '薛丽霞', '曾清海', '李元杰', '王婷'], ['张健', '薛丽霞', '曾清海', '李元杰', '王婷'], ['张健', '薛丽霞', '曾清海', '李元杰', '王婷'], ['젠 장', '리샤 쉐', '칭하이 쩡', '위안졔 리', '팅 왕']]"
21278,US10904790,B2,20210126,US16043761,20180724,KR,"['Lee Hyung-Ho', 'Bahk Sae-Woong', 'Choi Si-Young', 'Kang Seong-Joon', 'Woo Dong-Yeon']","['Hyung-Ho', 'Sae-Woong', 'Si-Young', 'Seong-Joon', 'Dong-Yeon']","['KR', 'KR', 'KR', 'KR', 'KR']",Method and apparatus for processing traffic in radio network system,20,[],[],4,1,5,0,0,0,2022,['KR102386305B1/en'],"[['이형호', '박세웅', '최시영', '강성준', '우동연']]"
