publication_id,country,english_names,english_first_names,inventor_country,worldwide_application,original_names,year,english_gender,chinese_gender,chinese_gender_prob
US09581852,CN,Fan Haoyuan,Haoyuan,CN,CN103197462B/en,樊浩原,2017,unknown,M,0.9970812428639187
US09581852,CN,Jin Xiangfu,Xiangfu,CN,CN103197462B/en,金香馥,2017,unknown,F,0.999280375273957
US09581852,CN,Hwang Lyul Yun,Lyul Yun,CN,CN103197462B/en,黄律然,2017,unknown,M,0.907691072336577
US09581854,CN,Ren Meng-Xin,Meng-Xin,CN,CN105374919B/en,任梦昕,2017,unknown,F,0.9566763534779562
US09581854,CN,Li Qun-Qing,Qun-Qing,CN,CN105374919B/en,李群庆,2017,andy,M,0.7249625029563607
US09581854,CN,Zhang Li-Hui,Li-Hui,CN,CN105374919B/en,张立辉,2017,andy,M,0.9686600131616698
US09581854,CN,Chen Mo,Mo,CN,CN105374919B/en,陈墨,2017,mostly_male,M,0.5746924428822495
US09581854,CN,Fan Shou-Shan,Shou-Shan,CN,CN105374919B/en,范守善,2017,unknown,M,0.9708283141892009
US09581865,CN,Lv Kui,Kui,CN,CN104090433A/en,吕奎,2017,andy,M,0.9845058626465661
US09581865,CN,Fan Wenjin,Wenjin,CN,CN104090433A/en,范文金,2017,unknown,M,0.7719998662601171
US09581865,CN,Xiang Kang,Kang,CN,CN104090433A/en,向康,2017,andy,M,0.9627311107875965
US09581865,CN,Zhang Xinxia,Xinxia,CN,CN104090433A/en,张新霞,2017,unknown,F,0.9954378691786455
US09581865,CN,Guo Xiao,Xiao,CN,CN104090433A/en,郭宵,2017,andy,F,0.5636856368563685
US09581865,CN,Lv Fengzhen,Fengzhen,CN,CN104090433A/en,吕凤珍,2017,unknown,F,0.9982940187971684
US09581865,CN,Wang Chen,Chen,CN,CN104090433A/en,王臣,2017,andy,M,0.9917769038255272
US09581878,CN,Xie Dequan,Dequan,CN,CN103543497B/en,谢德权,2017,male,M,0.9996714803987544
US09581878,CN,You Quan,Quan,CN,CN103543497B/en,尤全,2017,male,M,0.9618489789457019
US09581878,CN,Liu Zichen,Zichen,CN,CN103543497B/en,刘子晨,2017,unknown,M,0.6917125231086553
US09581878,CN,Qiu Ying,Ying,CN,CN103543497B/en,邱英,2017,andy,F,0.8497095739063325
US09581878,CN,Li Miaofeng,Miaofeng,CN,CN103543497B/en,李淼峰,2017,unknown,M,0.973700689431169
US09581878,CN,Yang Qi,Qi,CN,CN103543497B/en,杨奇,2017,andy,M,0.9268417462482947
US09581902,CN,Liu Lu,Lu,CN,CN103012652B/en,刘陆,2017,andy,M,0.7462006079027356
US09581902,CN,Shu Shi,Shi,CN,CN103012652B/en,舒适,2017,andy,M,0.8754863813229573
US09581902,CN,Qi Yonglian,Yonglian,CN,CN103012652B/en,齐永莲,2017,unknown,F,0.9950519364080989
US09581902,CN,Xu Chuanxiang,Chuanxiang,CN,CN103012652B/en,徐传祥,2017,unknown,M,0.9892973484963655
US09581903,CN,Deng Wei,Wei,CN,CN104212201B/en,邓伟,2017,andy,M,0.8969536238964302
US09581903,CN,Tian Xiaoxiong,Xiaoxiong,CN,CN104212201B/en,田肖雄,2017,unknown,M,0.9734656474557586
US09581903,CN,Zhang Zhuo,Zhuo,CN,CN104212201B/en,张卓,2017,andy,M,0.631653487548684
US09581915,CN,Wu Qiang,Qiang,CN,CN103034048B/en,伍强,2017,andy,M,0.9988256478509356
US09581915,CN,Xu Yao,Yao,CN,CN103034048B/en,徐垚,2017,andy,M,0.8306942752740561
US09581939,CN,Huang Changgang,Changgang,CN,CN103324038A/en,黄常刚,2017,unknown,M,0.9997741913556291
US09581939,CN,Wu Hongjiang,Hongjiang,CN,CN103324038A/en,吴洪江,2017,unknown,M,0.9724651331907371
US09581939,CN,Lee Gyuhyun,Gyuhyun,CN,CN103324038A/en,李圭铉,2017,unknown,M,0.978200082033809
US09582048,US,Ho Chi-chung,Chi-chung,CN,CN104938041B/en,C-C.侯,2017,unknown,Undefined,0.999785970925133
US09582059,CN,Mao Jianhua,Jianhua,CN,CN103825450B/en,毛建华,2017,unknown,M,0.766578248382373
US09582059,CN,Lai Yuqiang,Yuqiang,CN,CN103825450B/en,赖玉强,2017,unknown,M,0.9971056027982528
US09582089,CN,Yang Guang,Guang,CN,CN104375721A/en,阳光,2017,andy,M,0.930004393029726
US09582089,CN,Xu Chao,Chao,CN,CN104375721A/en,徐超,2017,andy,M,0.9007236964186305
US09582090,CN,Li Bin,Bin,CN,CN103744557B/en,李彬,2017,andy,M,0.8731220657276995
US09582090,CN,Chiu Feng-Ching,Feng-Ching,CN,CN103744557B/en,邱峰青,2017,unknown,M,0.9246256072658905
US09582090,CN,Lee Hung-Ming,Hung-Ming,CN,CN103744557B/en,李宏明,2017,unknown,M,0.9682958286074478
US09582110,CN,Zhan Wei,Wei,CN,CN104461147B/en,占伟,2017,andy,M,0.8969536238964302
US09582110,CN,Shen Zhiyuan,Zhiyuan,CN,CN104461147B/en,申智渊,2017,unknown,M,0.9868071650034124
US09582110,CN,Du Haibo,Haibo,CN,CN104461147B/en,杜海波,2017,unknown,M,0.9259198649530039
US09582113,CN,Chiu Changming,Changming,CN,CN104777948B/en,邱昌明,2017,unknown,M,0.9863295164960351
US09582113,CN,Lin Hsiao-Yi,Hsiao-Yi,CN,CN104777948B/en,林孝义,2017,unknown,M,0.9815975834627244
US09582126,CN,Zhang Wenlin,Wenlin,CN,CN103699269B/en,张文林,2017,unknown,M,0.8810629115788509
US09582126,CN,Cao Zhanfeng,Zhanfeng,CN,CN103699269B/en,曹占锋,2017,unknown,M,0.9987672918390115
US09582126,CN,Hui Guanbao,Guanbao,CN,CN103699269B/en,惠官宝,2017,unknown,M,0.9749414826047207
US09582141,CN,Wu Weiguo,Weiguo,CN,CN103970291B/en,吴伟国,2017,unknown,M,0.9829370615149814
US09582151,CN,Ma Ling,Ling,CN,CN102662767B/en,马玲,2017,andy,F,0.9985177342509264
US09582311,CN,Li Li,Li,CN,CN102141928A/en,刘亮,2017,andy,M,0.9936891054030115
US09582311,CN,Liu Liang,Liang,CN,CN102141928A/en,田瑞雄,2017,andy,M,0.9929714771221442
US09582311,CN,Tian Rui Xiong,Rui Xiong,CN,CN102141928A/en,李立,2017,unknown,M,0.8250461664728814
US09582311,CN,Wang Hao,Hao,CN,CN102141928A/en,王浩,2017,andy,M,0.9801273180182674
US09582311,CN,Wang Qingbo,Qingbo,CN,CN102141928A/en,王庆波,2017,unknown,M,0.9638398282759182
US09582334,CN,Li Li,Li,CN,CN103970520B/en,史巨伟,2017,andy,M,0.9940071679335342
US09582334,CN,Shi Ju Wei,Ju Wei,CN,CN103970520B/en,李立,2017,unknown,M,0.8250461664728814
US09582334,CN,Yu Qi,Qi,CN,CN103970520B/en,邹嘉,2017,andy,M,0.5583882187523126
US09582334,CN,Zou Jia,Jia,CN,CN103970520B/en,于琦,2017,andy,F,0.5865144488048519
US09582339,US,You Zijian,Zijian,CN,CN104969183B/en,尤子健,2017,unknown,M,0.9414048512541491
US09582344,CN,Chen Wei Ye,Wei Ye,CN,CN104809051B/en,李峰,2017,andy,M,0.9743643475831236
US09582344,CN,Li Feng,Feng,CN,CN104809051B/en,刘蓉,2017,andy,F,0.9974078341013825
US09582344,CN,Li Qi Cheng,Qi Cheng,CN,CN104809051B/en,李起成,2017,andy,M,0.9974811312606302
US09582344,CN,Li Shao Chun,Shao Chun,CN,CN104809051B/en,梅立军,2017,andy,M,0.9799364888201125
US09582344,CN,Liu Rong,Rong,CN,CN104809051B/en,李少春,2017,andy,M,0.553659337302922
US09582344,CN,Mei Li Jun,Li Jun,CN,CN104809051B/en,孙伟,2017,andy,M,0.8969536238964302
US09582344,CN,Sun Wei,Wei,CN,CN104809051B/en,李峻荣,2017,andy,M,0.9869495371297484
US09582404,CN,Wei Qun,Qun,CN,CN102811140B/en,魏群,2017,andy,M,0.4416391275611368
US09582405,CN,Wei Qun,Qun,CN,CN102811140B/en,魏群,2017,andy,M,0.4416391275611368
US09582433,US,Zhang Xiang,Xiang,CN,CN103229136B/en,张翔,2017,andy,M,0.9751581368602645
US09582433,US,Dong Hao,Hao,CN,CN103229136B/en,董浩,2017,andy,M,0.9801273180182674
US09582433,US,Li Quan,Quan,CN,CN103229136B/en,李�权,2017,male,M,0.9912719742948214
US09582520,US,Wang Zhanwei,Zhanwei,CN,CN104937552B/en,C.E.威尔顿,2017,unknown,Undefined,0.9997223666967434
US09582520,US,Chang Lei,Lei,CN,CN104937552B/en,S.杨,2017,andy,Undefined,0.9769330514850415
US09582530,CN,Zhang Shaobo,Shaobo,CN,CN102291373B/en,张少波,2017,unknown,M,0.8677970663062066
US09582570,CN,Zheng Wei,Wei,CN,CN103488648B/en,郑伟,2017,andy,M,0.8969536238964302
US09582570,CN,Lin Feng,Feng,CN,CN103488648B/en,林锋,2017,andy,M,0.9910482921083628
US09582570,CN,Jin Huaxing,Huaxing,CN,CN103488648B/en,金华兴,2017,unknown,M,0.9207289437295748
US09582570,CN,Sun Li,Li,CN,CN103488648B/en,孙丽,2017,andy,F,0.9937821820654815
US09582570,CN,Liu Qingfu,Qingfu,CN,CN103488648B/en,刘清富,2017,unknown,M,0.9565906186997669
US09582670,CN,Feng Lei,Lei,CN,CN103777904B/en,冯雷,2017,andy,M,0.9700557103064067
US09582702,CN,Jiao Jiexin,Jiexin,CN,CN103581567B/en,林孟祥,2017,unknown,M,0.9634928490939111
US09582702,CN,Lin Mengxiang,Mengxiang,CN,CN103581567B/en,宋松,2017,unknown,M,0.9423333333333334
US09582702,CN,Song Song,Song,CN,CN103581567B/en,王晓峰,2017,andy,M,0.9388892270242667
US09582702,CN,Wang XiaoFeng,XiaoFeng,CN,CN103581567B/en,焦洁心,2017,andy,F,0.9843099218926513
US09582709,CN,Wang Jin,Jin,CN,CN105574467A/en,邓晖,2017,female,M,0.7509423021165555
US09582709,CN,Xu Lianbo,Lianbo,CN,CN105574467A/en,王进,2017,unknown,M,0.952316076294278
US09582709,CN,Chen Shuaibin,Shuaibin,CN,CN105574467A/en,陈帅斌,2017,unknown,M,0.999357889966658
US09582709,CN,Yang Chengping,Chengping,CN,CN105574467A/en,徐联伯,2017,unknown,M,0.9891756925030034
US09582710,CN,Zhang Yu,Yu,CN,CN104680120B/en,张宇,2017,andy,M,0.8430158324821245
US09582710,CN,Du Zhijun,Zhijun,CN,CN104680120B/en,杜志军,2017,unknown,M,0.9850100962627961
US09582710,CN,Wang Minjie,Minjie,CN,CN104680120B/en,王敏杰,2017,unknown,M,0.6092602443959176
US09582854,CN,Tang Shengfu,Shengfu,CN,CN103164848B/en,唐声福,2017,unknown,M,0.9941417922350492
US09582862,CN,Zhang Tianxu,Tianxu,CN,CN104537620B/en,张天序,2017,unknown,M,0.9753015574284147
US09582862,CN,Zhou Gang,Gang,CN,CN104537620B/en,周钢,2017,andy,M,0.996776273372018
US09582862,CN,Zhong Ao,Ao,CN,CN104537620B/en,钟奥,2017,andy,M,0.7792397660818713
US09582862,CN,Wang Liangliang,Liangliang,CN,CN104537620B/en,王亮亮,2017,unknown,M,0.9998651287088407
US09582862,CN,Li Ming,Ming,CN,CN104537620B/en,李明,2017,andy,M,0.84700546234881
US09582862,CN,Lu Cen,Cen,CN,CN104537620B/en,鲁岑,2017,andy,F,0.7913165266106442
US09582862,CN,Zhang Wen,Wen,CN,CN104537620B/en,张文,2017,andy,M,0.7144602510460251
US09582862,CN,Zuo Zhiyong,Zhiyong,CN,CN104537620B/en,左芝勇,2017,unknown,M,0.8638862266483431
US09582885,CN,Zhang Tianxu,Tianxu,CN,CN104637073B/en,张天序,2017,unknown,M,0.9753015574284147
US09582885,CN,Hao Longwei,Longwei,CN,CN104637073B/en,郝龙伟,2017,unknown,M,0.9951470896051041
US09582885,CN,Ma Wenxuan,Wenxuan,CN,CN104637073B/en,马文绚,2017,unknown,F,0.9267353175643294
US09582885,CN,Lu Cen,Cen,CN,CN104637073B/en,鲁岑,2017,andy,F,0.7913165266106442
US09582885,CN,Yao Heng,Heng,CN,CN104637073B/en,药珩,2017,andy,M,0.7016216216216216
US09582885,CN,Wang Yuehuan,Yuehuan,CN,CN104637073B/en,王岳环,2017,unknown,M,0.8009235417205818
US09582885,CN,Sang Nong,Nong,CN,CN104637073B/en,桑农,2017,andy,M,0.9788732394366197
US09582885,CN,Yang Weidong,Weidong,CN,CN104637073B/en,杨卫东,2017,unknown,M,0.9732318744108598
US09582930,US,Chen Henry,Henry,CN,CN104067315B/en,H·陈,2017,male,Undefined,0.980414290889576
US09582992,CN,Yin Zhangbin,Zhangbin,CN,CN105653248A/en,殷章彬,2017,unknown,M,0.9891521852704451
US09582992,CN,Qu Yingying,Yingying,CN,CN105653248A/en,屈莹莹,2017,unknown,F,0.9999742879707165
US09583038,CN,Li Zhaohua,Zhaohua,CN,CN103268751B/en,杨亚吉,2017,unknown,M,0.7590456951859368
US09583041,CN,Yin Jingwen,Jingwen,CN,CN103839520B/en,尹静文,2017,unknown,F,0.9145285924487839
US09583041,CN,Wu Zhongyuan,Zhongyuan,CN,CN103839520B/en,吴仲远,2017,unknown,M,0.9906297508561461
US09583048,CN,Wang Shang,Shang,CN,CN103995312A/en,王尚,2017,andy,M,0.8899970665884425
US09583058,CN,Wang Yanfeng,Yanfeng,CN,CN103531169B/en,王延峰,2017,unknown,M,0.9914860887984479
US09583058,CN,He Yan,Yan,CN,CN103531169B/en,何雁,2017,male,F,0.7164034805027393
US09583058,CN,Jia Yanan,Yanan,CN,CN103531169B/en,贾亚楠,2017,unknown,F,0.6897004545086164
US09583058,CN,Yin Guobing,Guobing,CN,CN103531169B/en,尹国冰,2017,unknown,M,0.7361919046187487
US09583059,CN,Zheng Liangliang,Liangliang,CN,CN103489425B/en,郑亮亮,2017,unknown,M,0.9998651287088407
US09583059,CN,He Jian,Jian,CN,CN103489425B/en,何剑,2017,andy,M,0.8623391158365976
US09583059,CN,Jin Tingting,Tingting,CN,CN103489425B/en,金婷婷,2017,unknown,F,0.9999994209893663
US09583066,CN,Jiang Xue,Xue,CN,CN104157249B/en,蒋学,2017,andy,M,0.8366990775367737
US09583066,CN,Li Xinghua,Xinghua,CN,CN104157249B/en,李兴华,2017,unknown,M,0.9207289437295748
US09583066,CN,He Wei,Wei,CN,CN104157249B/en,贺伟,2017,andy,M,0.8969536238964302
US09583101,CN,Jin Hongbo,Hongbo,CN,CN110459214B/en,金洪波,2017,unknown,M,0.9687495467185178
US09583101,CN,Jiang Zhuolin,Zhuolin,CN,CN110459214B/en,江焯林,2017,unknown,M,0.9406997603549049
US09583155,CN,Xie Yi,Yi,CN,CN107276553B/en,谢毅,2017,andy,M,0.9418850724401757
US09583155,CN,Zhang Yuan,Yuan,CN,CN107276553B/en,张原�,2017,andy,M,0.6724447006239406
US09583156,CN,Luo Guangyan,Guangyan,CN,CN106328204B/en,罗光燕,2017,unknown,F,0.6785698995791382
US09583156,CN,Ni Hao,Hao,CN,CN106328204B/en,倪昊,2017,andy,M,0.9764384920634921
US09583156,CN,Yin Changwei,Changwei,CN,CN106328204B/en,殷常伟,2017,unknown,M,0.9733453897988049
US09583156,CN,Zheng Xiao,Xiao,CN,CN106328204B/en,郑晓,2017,andy,F,0.5840838857927683
US09583227,CN,Li Yude,Yude,CN,CN202905197U/en,李玉德,2017,unknown,M,0.8149283409364896
US09583227,CN,Lin Xiaoyan,Xiaoyan,CN,CN202905197U/en,林晓燕,2017,unknown,F,0.9620249654947335
US09583227,CN,He Jinlong,Jinlong,CN,CN202905197U/en,何金龙,2017,unknown,M,0.9793609794080395
US09583227,CN,Liu Zhiguo,Zhiguo,CN,CN202905197U/en,刘志国,2017,unknown,M,0.9772128561607305
US09583282,CN,Huang Guo Qiang,Guo Qiang,CN,CN104134568B/en,黄国强,2017,andy,M,0.9998364035373054
US09583282,CN,Ji Cun Dong,Cun Dong,CN,CN104134568B/en,陶远明,2017,unknown,M,0.9759853899053962
US09583282,CN,Tao Yuan Ming,Yuan Ming,CN,CN104134568B/en,纪存栋,2017,andy,M,0.998873932483658
US09583418,CN,Guo Xueping,Xueping,CN,CN103474361B/en,郭学平,2017,unknown,M,0.8944871053540424
US09583418,CN,Yu Zhongyao,Zhongyao,CN,CN103474361B/en,谢慧琴,2017,unknown,F,0.9998962859869335
US09583443,CN,Cao Binbin,Binbin,CN,CN104808377B/en,操彬彬,2017,unknown,M,0.9315834776697147
US09583443,CN,Huang Yinhu,Yinhu,CN,CN104808377B/en,黄寅虎,2017,unknown,M,0.9995594097440615
US09583443,CN,Yang Chengshao,Chengshao,CN,CN104808377B/en,杨成绍,2017,unknown,M,0.982301018979717
US09583508,CN,Jiang Xiaohui,Xiaohui,CN,CN103811502A/en,姜晓辉,2017,unknown,M,0.8372061875420684
US09583508,CN,Guo Jian,Jian,CN,CN103811502A/en,郭建,2017,andy,M,0.8373118044948724
US09583508,CN,Zhang Jiaxiang,Jiaxiang,CN,CN103811502A/en,张家祥,2017,unknown,M,0.9875174122898105
US09583508,CN,Tian Zongmin,Zongmin,CN,CN103811502A/en,田宗民,2017,unknown,M,0.9976181334403034
US09583512,CN,Lou Junhui,Junhui,CN,CN104505391B/en,楼均辉,2017,unknown,M,0.9898929784763645
US09583512,CN,Gong Hua,Hua,CN,CN104505391B/en,龚华,2017,andy,M,0.6056708097239992
US09583512,CN,Ma Junchao,Junchao,CN,CN104505391B/en,马俊超,2017,unknown,M,0.9597920391139477
US09583512,CN,Wu Yong,Yong,CN,CN104505391B/en,吴勇,2017,mostly_male,M,0.9939121756487026
US09583517,CN,Hu Hehe,Hehe,CN,CN104319262B/en,胡合合,2017,unknown,M,0.9857120675494626
US09583551,CN,Zhang Yuting,Yuting,CN,CN103943655B/en,张玉婷,2017,unknown,F,0.9995418402542724
US09583551,CN,Wu Chunwei,Chunwei,CN,CN103943655B/en,吴俊纬,2017,unknown,M,0.965209459697601
US09583587,CN,Wang Wanli,Wanli,CN,CN104347397B/en,王万礼,2017,unknown,M,0.9869721833097299
US09583587,CN,Deng Xiaoshe,Xiaoshe,CN,CN104347397B/en,邓小社,2017,unknown,M,0.7694226059651776
US09583587,CN,Wang Genyi,Genyi,CN,CN104347397B/en,王根毅,2017,unknown,M,0.9798366562326468
US09583587,CN,Huang Xuan,Xuan,CN,CN104347397B/en,黄璇,2017,andy,F,0.9731143991338868
US09583619,CN,Li Fang,Fang,CN,CN105990342B/en,李芳�,2017,andy,F,0.8766341600074163
US09583619,CN,Zhu Yefang,Yefang,CN,CN105990342B/en,朱也方,2017,unknown,M,0.754443483297966
US09583619,CN,Chen Kun,Kun,CN,CN105990342B/en,陈锟,2017,andy,M,0.9718100890207715
US09583620,CN,Zhou Haifeng,Haifeng,CN,CN104851884A/en,周海锋,2017,unknown,M,0.9944313067967293
US09583620,CN,Tan Jun,Jun,CN,CN104851884A/en,谭俊,2017,mostly_male,M,0.8162451129019388
US09583631,CN,Deng Jade,Jade,CN,CN105448963B/en,邓玉林,2017,female,M,0.6383020833546849
US09583631,CN,Ma Keith,Keith,CN,CN105448963B/en,马新闻,2017,male,M,0.8750796749635978
US09583646,CN,Shu Shi,Shi,CN,CN103531610A/en,舒适,2017,andy,M,0.8754863813229573
US09583646,CN,Gu Jingxia,Jingxia,CN,CN103531610A/en,谷敬霞,2017,unknown,F,0.9958427823713958
US09583646,CN,Kong Xiangchun,Xiangchun,CN,CN103531610A/en,孔祥春,2017,unknown,M,0.9344204968227416
US09583646,CN,Zhang Feng,Feng,CN,CN103531610A/en,张锋,2017,andy,M,0.9910482921083628
US09583646,CN,Hui Guanbao,Guanbao,CN,CN103531610A/en,惠官宝,2017,unknown,M,0.9749414826047207
US09583664,US,Shi Tuo,Tuo,CN,CN105140316B/en,石拓,2017,andy,M,0.9915730337078651
US09583664,US,Cai Pengfei,Pengfei,CN,CN105140316B/en,蔡鹏飞,2017,unknown,M,0.99311727246704
US09583664,US,Wang Liangbo,Liangbo,CN,CN105140316B/en,王良波,2017,unknown,M,0.9852333264748694
US09583664,US,Chen Wang,Wang,CN,CN105140316B/en,陈旺,2017,andy,M,0.9903817252780284
US09583664,US,Li Su,Su,CN,CN105140316B/en,栗粟,2017,andy,M,0.6904761904761904
US09583664,US,Huang Mengyuan,Mengyuan,CN,CN105140316B/en,黄梦园,2017,unknown,F,0.9921354029444895
US09583666,CN,Luan Jing-En,Jing-En,CN,CN105895625B/en,栾竟恩,2017,unknown,M,0.950386584553822
US09583722,CN,Fong Honhang,Honhang,CN,CN104091886B/en,方汉铿,2017,unknown,M,0.9966425279773168
US09583722,CN,Xie Yingtao,Yingtao,CN,CN104091886B/en,谢应涛,2017,unknown,M,0.9948974606165034
US09583722,CN,Ouyang Shihong,Shihong,CN,CN104091886B/en,欧阳世宏,2017,unknown,M,0.9709996488910239
US09583722,CN,Cai Shucheng,Shucheng,CN,CN104091886B/en,蔡述澄,2017,unknown,M,0.9343170448580999
US09583722,CN,Shi Qiang,Qiang,CN,CN104091886B/en,石强,2017,andy,M,0.9988256478509356
US09583722,CN,Liu Ze,Ze,CN,CN104091886B/en,刘则,2017,andy,M,0.915719696969697
US09583723,CN,Li Guan-Hong,Guan-Hong,CN,CN105810749B/en,李关红,2017,unknown,M,0.7116885657848768
US09583723,CN,Li Qun-Qing,Qun-Qing,CN,CN105810749B/en,李群庆,2017,andy,M,0.7249625029563607
US09583723,CN,Jin Yuan-Hao,Yuan-Hao,CN,CN105810749B/en,金元浩,2017,andy,M,0.9962905879068181
US09583723,CN,Fan Shou-Shan,Shou-Shan,CN,CN105810749B/en,范守善,2017,unknown,M,0.9708283141892009
US09583726,CN,Wu Changyen,Changyen,CN,CN103956432A/en,吴长晏,2017,unknown,M,0.8371115988644456
US09583815,CN,Li Jianhua,Jianhua,CN,CN102750885B/en,李建华,2017,unknown,M,0.766578248382373
US09583815,CN,Chen Xuebin,Xuebin,CN,CN102750885B/en,王东岳,2017,unknown,M,0.9954294275434692
US09583855,CN,Ying Rubo,Rubo,CN,CN104901040A/en,应如波,2017,unknown,M,0.7891428968232522
US09583855,CN,Chen Shounian,Shounian,CN,CN104901040A/en,陈守年,2017,unknown,M,0.9716013360743718
US09583855,CN,Park Jinmoo,Jinmoo,CN,CN104901040A/en,朴辰武,2017,unknown,M,0.9959251534473736
US09583873,CN,Wang Xiao,Xiao,CN,CN105337073B/en,王晓,2017,andy,F,0.5840838857927683
US09583873,CN,Wang Shu-Jian,Shu-Jian,CN,CN105337073B/en,王书建,2017,unknown,M,0.8723097339075622
US09583881,CN,Yan Hailong,Hailong,CN,CN105990763B/en,燕海龙,2017,unknown,M,0.9844342750601673
US09583881,CN,Wang Hui,Hui,CN,CN105990763B/en,王辉,2017,andy,M,0.9204757042465013
US09583881,CN,Hong Kai,Kai,CN,CN105990763B/en,洪楷,2017,male,M,0.9889638258736971
US09583887,CN,Xing Da-Wei,Da-Wei,CN,CN204632987U/en,邢大伟,2017,andy,M,0.9877817562309696
US09583887,CN,Chen Jun,Jun,CN,CN204632987U/en,陈钧,2017,mostly_male,M,0.9533111005240592
US09583888,CN,Yang Hongwen,Hongwen,CN,CN204030087U/en,杨洪文,2017,unknown,M,0.9101733392822723
US09583888,CN,Zhou Jian,Jian,CN,CN204030087U/en,周健,2017,andy,M,0.9145353253988352
US09583888,CN,Ding Weixiang,Weixiang,CN,CN204030087U/en,丁卫祥,2017,unknown,M,0.9827094020769052
US09583888,CN,Xue Yangrong,Yangrong,CN,CN204030087U/en,薛仰荣,2017,unknown,M,0.9768933659783308
US09583888,CN,Shao Jingwei,Jingwei,CN,CN204030087U/en,邵京伟,2017,unknown,M,0.8789458417903336
US09583888,CN,Liu Xinbo,Xinbo,CN,CN204030087U/en,刘新波,2017,unknown,M,0.9488477007806247
US09583889,CN,Chen Jun,Jun,CN,CN204315807U/en,陈钧,2017,mostly_male,M,0.9533111005240592
US09583889,CN,Meng Fan-Bo,Fan-Bo,CN,CN204315807U/en,孟凡波,2017,unknown,M,0.9276537225657661
US09583920,CN,Sun Xuewei,Xuewei,CN,CN104953496B/en,A.R.贾吉雷迪,2017,unknown,Undefined,0.9998099776646079
US09583935,CN,Fang Lieyi,Lieyi,CN,CN103094884B/en,方烈义,2017,unknown,M,0.9973745663411482
US09583956,CN,Wang Xinghui,Xinghui,CN,CN103187777B/en,王兴辉,2017,unknown,M,0.9893698074161382
US09583956,CN,Zhang Jianhua,Jianhua,CN,CN103187777B/en,张建华,2017,unknown,M,0.766578248382373
US09583956,CN,Shen Xiaofeng,Xiaofeng,CN,CN103187777B/en,沈晓峰,2017,unknown,M,0.9388892270242667
US09583956,CN,Niu Kaihua,Kaihua,CN,CN103187777B/en,牛凯华,2017,unknown,M,0.8730928371582773
US09583956,CN,Chen Xiao,Xiao,CN,CN103187777B/en,陈霄,2017,andy,M,0.5964912280701754
US09583956,CN,Huang Jianwei,Jianwei,CN,CN103187777B/en,黄剑为,2017,unknown,M,0.9869229650287864
US09583956,CN,Zong Chaojie,Chaojie,CN,CN103187777B/en,宗朝洁,2017,unknown,F,0.8587665110436253
US09583956,CN,Liu Lin,Lin,CN,CN103187777B/en,刘林,2017,female,M,0.8309923610377723
US09583971,CN,Shao Liqun,Liqun,CN,CN202918218U/en,邵立群,2017,unknown,M,0.6753921998090213
US09583971,CN,Tian Hong,Hong,CN,CN202918218U/en,�田宏,2017,andy,M,0.5707646410970939
US09583971,CN,Zhang Tianpeng,Tianpeng,CN,CN202918218U/en,张天鹏,2017,unknown,M,0.9963190587661359
US09583971,CN,Zhang Zhifeng,Zhifeng,CN,CN202918218U/en,张志锋,2017,unknown,M,0.9975367411860899
US09583971,CN,Liu Bin,Bin,CN,CN202918218U/en,刘彬,2017,andy,M,0.8731220657276995
US09583971,CN,Cheng Junping,Junping,CN,CN202918218U/en,成军平,2017,unknown,M,0.9574594591663631
US09583971,CN,Wang Gang,Gang,CN,CN202918218U/en,王钢,2017,andy,M,0.996776273372018
US09583971,CN,Yu Fei,Fei,CN,CN202918218U/en,余飞,2017,andy,M,0.8016210470369386
US09583971,CN,Li Liguo,Liguo,CN,CN202918218U/en,李立国,2017,unknown,M,0.9684313290221432
US09584007,CN,Zhang Qixue,Qixue,CN,CN104218543B/en,张琦雪,2017,unknown,F,0.9088840502825227
US09584007,CN,Chen Jun,Jun,CN,CN104218543B/en,陈俊,2017,mostly_male,M,0.8162451129019388
US09584007,CN,Yan Wei,Wei,CN,CN104218543B/en,闫伟,2017,andy,M,0.8969536238964302
US09584007,CN,Shi Xiangjian,Xiangjian,CN,CN104218543B/en,石祥建,2017,unknown,M,0.9822398638329827
US09584007,CN,Wang Guang,Guang,CN,CN104218543B/en,王光,2017,andy,M,0.930004393029726
US09584007,CN,Yan Wei,Wei,CN,CN104218543B/en,严伟,2017,andy,M,0.8969536238964302
US09584007,CN,Liu Weiqun,Weiqun,CN,CN104218543B/en,刘为群,2017,unknown,M,0.9042921876364626
US09584007,CN,Shen Quanrong,Quanrong,CN,CN104218543B/en,沈全荣,2017,unknown,M,0.9777488237144442
US09584025,CN,Lin Yuan,Yuan,CN,CN102916586B/en,林元,2017,andy,M,0.871466293880087
US09584025,CN,Xia Zhenglan,Zhenglan,CN,CN102916586B/en,夏正兰,2017,unknown,F,0.9312242216557114
US09584025,CN,Zhang Xiuhong,Xiuhong,CN,CN102916586B/en,张秀红,2017,unknown,F,0.9497681723276904
US09584025,CN,Fang Lieyi,Lieyi,CN,CN102916586B/en,方烈义,2017,unknown,M,0.9973745663411482
US09584101,CN,Li Yang,Yang,CN,CN103066955B/en,李阳,2017,andy,M,0.799294341158909
US09584109,CN,Tang Yangyang,Yangyang,CN,CN103715870B/en,唐样洋,2017,unknown,M,0.883852520478459
