publication_id,country,english_names,english_first_names,inventor_country,worldwide_application,original_names,year
US09534849,KR,Ahn Yong-Nam,Yong-Nam,KR,KR20140143650A/en,안용남,2017
US09534889,KR,Kim Jeong Eun,Jeong Eun,KR,KR102069500B1/en,김정은,2017
US09534889,KR,Kang Hyun Seo,Hyun Seo,KR,KR102069500B1/en,강현서,2017
US09534889,KR,Park Hyoung Jun,Hyoung Jun,KR,KR102069500B1/en,박형준,2017
US09534889,KR,Heo Young Soon,Young Soon,KR,KR102069500B1/en,허영순,2017
US09534889,KR,Kim Keo Sik,Keo Sik,KR,KR102069500B1/en,김거식,2017
US09534889,KR,Jeon Eun Kyoung,Eun Kyoung,KR,KR102069500B1/en,전은경,2017
US09534889,KR,Lim Kwon Seob,Kwon Seob,KR,KR102069500B1/en,임권섭,2017
US09534889,KR,Kim Young Sun,Young Sun,KR,KR102069500B1/en,김영선,2017
US09534909,KR,Rhee Young-ho,Young-ho,KR,KR101952702B1/en,이영호,2017
US09534909,KR,Lim Eun-young,Eun-young,KR,KR101952702B1/en,임은영,2017
US09534909,KR,Jang Young-shil,Young-shil,KR,KR101952702B1/en,장영실,2017
US09534909,KR,Chang Il-ku,Il-ku,KR,KR101952702B1/en,장일구,2017
US09534909,KR,Jin Young-kyu,Young-kyu,KR,KR101952702B1/en,진영규,2017
US09534960,KR,Kim Jeong Soo,Jeong Soo,KR,KR101291715B1/en,김정수,2017
US09535044,KR,Kim Bong Wan,Bong Wan,KR,KR20140036669A/en,김봉완,2017
US09535044,KR,Lee Jun Wook,Jun Wook,KR,KR20140036669A/en,이준욱,2017
US09535044,KR,Kang Hyun-joong,Hyun-joong,KR,KR20140036669A/en,강현중,2017
US09535044,KR,Kang Sungsoo,Sungsoo,KR,KR20140036669A/en,강성수,2017
US09535044,KR,Chae Jong-Suk,Jong-Suk,KR,KR20140036669A/en,채종석,2017
US09535107,KR,Yang Jin Kyu,Jin Kyu,KR,KR101327591B1/en,양진규,2017
US09535128,KR,Lee Seong Ju,Seong Ju,KR,KR20160046259A/en,이성주,2017
US09535190,KR,Choi Se-Young,Se-Young,KR,KR20150083384A/en,최세영,2017
US09535190,KR,Jung Ju-Ho,Ju-Ho,KR,KR20150083384A/en,정주호,2017
US09535190,KR,Shin Myoung-Youp,Myoung-Youp,KR,KR20150083384A/en,신명엽,2017
US09535190,KR,Kim Nam-Gwang,Nam-Gwang,KR,KR20150083384A/en,김남광,2017
US09535190,KR,Cheon Hwan-Sung,Hwan-Sung,KR,KR20150083384A/en,전환승,2017
US09535190,KR,Choi Seung-Jib,Seung-Jib,KR,KR20150083384A/en,최승집,2017
US09535190,KR,Hyung Kyung-Hee,Kyung-Hee,KR,KR20150083384A/en,형경희,2017
US09535197,KR,Cha Su-Ram,Su-Ram,KR,KR102286136B1/en,차수람,2017
US09535197,KR,Lee Jong-Suk,Jong-Suk,KR,KR102286136B1/en,이종석,2017
US09535199,KR,Cho Jong-Hwan,Jong-Hwan,KR,KR101933159B1/en,조종환,2017
US09535207,KR,Youk Shimkeun,Shimkeun,KR,KR101288600B1/en,육심근,2017
US09535207,KR,Park Dongnyuck,Dongnyuck,KR,KR101288600B1/en,박동녘,2017
US09535207,KR,Jeong Haeyong,Haeyong,KR,KR101288600B1/en,정해용,2017
US09535250,KR,Park Hyorim,Hyorim,KR,KR102081934B1/en,박효림,2017
US09535250,KR,Lee Doyoung,Doyoung,KR,KR102081934B1/en,이도영,2017
US09535250,KR,Kim Yongsin,Yongsin,KR,KR102081934B1/en,김용신,2017
US09535272,KR,Yoon YongJoong,YongJoong,KR,KR20120117073A/en,장경원,2017
US09535283,KR,Kim Yong Hae,Yong Hae,KR,KR102065149B1/en,김용해,2017
US09535283,KR,Kim Gi Heon,Gi Heon,KR,KR102065149B1/en,김기현,2017
US09535283,KR,Ryu Hojun,Hojun,KR,KR102065149B1/en,류호준,2017
US09535283,KR,Hwang Chi-Sun,Chi-Sun,KR,KR102065149B1/en,황치선,2017
US09535283,KR,Yang Jong-Heon,Jong-Heon,KR,KR102065149B1/en,양종헌,2017
US09535283,KR,Lim Sang Chul,Sang Chul,KR,KR102065149B1/en,임상철,2017
US09535283,KR,Koo Jae Bon,Jae Bon,KR,KR102065149B1/en,구재본,2017
US09535283,KR,Lee Jonghee,Jonghee,KR,KR102065149B1/en,이종희,2017
US09535283,KR,Lee Jeong Ik,Jeong Ik,KR,KR102065149B1/en,이정익,2017
US09535284,KR,Kim MiRa,MiRa,KR,KR102064751B1/en,김미라,2017
US09535284,KR,Yang SeungHoon,SeungHoon,KR,KR102064751B1/en,양승훈,2017
US09535295,KR,Kim Gwan-Soo,Gwan-Soo,KR,KR101809657B1/en,김관수,2017
US09535295,KR,Huh Chul,Chul,KR,KR101809657B1/en,허철,2017
US09535295,KR,Kang Dong-Uk,Dong-Uk,KR,KR101809657B1/en,강동욱,2017
US09535301,KR,Bae Sung-Hwan,Sung-Hwan,KR,KR102297858B1/en,배성환,2017
US09535301,KR,Song Seung Ki,Seung Ki,KR,KR102297858B1/en,송승기,2017
US09535301,KR,Jung Young-Min,Young-Min,KR,KR102297858B1/en,정영민,2017
US09535302,KR,Lee Hee-Kwon,Hee-Kwon,KR,KR102212323B1/en,이희권,2017
US09535326,KR,Park Jeong Ju,Jeong Ju,KR,KR102235041B1/en,박정주,2017
US09535326,KR,Kim Kyoungmi,Kyoungmi,KR,KR102235041B1/en,김경미,2017
US09535326,KR,Kim Jaeho,Jaeho,KR,KR102235041B1/en,김재호,2017
US09535326,KR,Choi Jungsik,Jungsik,KR,KR102235041B1/en,최정식,2017
US09535333,KR,Seo Kab-Jong,Kab-Jong,KR,KR102255033B1/en,서갑종,2017
US09535333,KR,Lee Hi-Kuk,Hi-Kuk,KR,KR102255033B1/en,이희국,2017
US09535333,KR,Chang Jae-Hyuk,Jae-Hyuk,KR,KR102255033B1/en,장재혁,2017
US09535333,KR,Lee Ki-Beom,Ki-Beom,KR,KR102255033B1/en,이기범,2017
US09535424,KR,Park Yong Min,Yong Min,KR,KR20160054259A/en,박용민,2017
US09535436,KR,Nguyen Khanh-Loc,Khanh-Loc,KR,KR101926132B1/en,응웬칸록,2017
US09535451,KR,Shin Myung Sub,Myung Sub,KR,KR101984902B1/en,신명섭,2017
US09535451,KR,Seo Sung Ho,Sung Ho,KR,KR101984902B1/en,서성호,2017
US09535451,KR,Yoo Kyung Phil,Kyung Phil,KR,KR101984902B1/en,유경필,2017
US09535451,KR,Lee Jung Pil,Jung Pil,KR,KR101984902B1/en,이정필,2017
US09535451,KR,Oh Hwa Seok,Hwa Seok,KR,KR101984902B1/en,오화석,2017
US09535451,KR,Kang Young Gyu,Young Gyu,KR,KR101984902B1/en,강영규,2017
US09535451,KR,Choi Jun Ho,Jun Ho,KR,KR101984902B1/en,최준호,2017
US09535452,KR,Ahn Sung Sang,Sung Sang,KR,KR102353760B1/en,안성상,2017
US09535467,KR,Shin Jun Hyup,Jun Hyup,KR,KR101488209B1/en,신준협,2017
US09535499,KR,Lee Jun-seok,Jun-seok,KR,KR20140011204A/en,이준석,2017
US09535499,KR,Leigh Sang-won,Sang-won,KR,KR20140011204A/en,이상원,2017
US09535499,KR,Cho Sung-goo,Sung-goo,KR,KR20140011204A/en,조성구,2017
US09535499,KR,Yu Kyung-hwa,Kyung-hwa,KR,KR20140011204A/en,유경화,2017
US09535499,KR,Chung Jin-yong,Jin-yong,KR,KR20140011204A/en,정진용,2017
US09535502,KR,Hong Won-ki,Won-ki,KR,KR102161723B1/en,홍원기,2017
US09535502,KR,Nam Seung-Ho,Seung-Ho,KR,KR102161723B1/en,남승호,2017
US09535508,KR,Kang Chang-Taek,Chang-Taek,KR,KR102040851B1/en,강창택,2017
US09535514,KR,Lim Soochul,Soochul,KR,KR101846256B1/en,임수철,2017
US09535514,KR,Park Joonah,Joonah,KR,KR101846256B1/en,박준아,2017
US09535517,KR,Lee Yeong-Seop,Yeong-Seop,KR,KR101328867B1/en,이영섭,2017
US09535517,KR,Lee Myung-Sop,Myung-Sop,KR,KR101328867B1/en,이명섭,2017
US09535517,KR,Cho Yong-Gu,Yong-Gu,KR,KR101328867B1/en,조용구,2017
US09535518,KR,Kang Jin Goo,Jin Goo,KR,KR101984161B1/en,강진구,2017
US09535518,KR,Kim Jung Won,Jung Won,KR,KR101984161B1/en,김지환,2017
US09535518,KR,Kim Ji Hwan,Ji Hwan,KR,KR101984161B1/en,김정원,2017
US09535520,KR,Park Soonsang,Soonsang,KR,KR102241764B1/en,박순상,2017
US09535520,KR,Baek Jongwu,Jongwu,KR,KR102241764B1/en,백종우,2017
US09535522,US,Ahn DongSeok,DongSeok,KR,KR102001822B1/en,안동석,2017
US09535523,KR,Kim Cheolse,Cheolse,KR,KR101318448B1/en,김철세,2017
US09535523,KR,Kim Juhan,Juhan,KR,KR101318448B1/en,김주한,2017
US09535523,KR,Kim Hoonbae,Hoonbae,KR,KR101318448B1/en,김훈배,2017
US09535523,KR,Han Sungsu,Sungsu,KR,KR101318448B1/en,한성수,2017
US09535523,KR,Kim Jinseong,Jinseong,KR,KR101318448B1/en,김진성,2017
US09535523,KR,Han Manhyeop,Manhyeop,KR,KR101318448B1/en,한만협,2017
US09535526,KR,Goo Nam-Hee,Nam-Hee,KR,KR101657215B1/en,구남희,2017
US09535526,KR,Kim Bo-Ram,Bo-Ram,KR,KR101657215B1/en,김보람,2017
US09535526,KR,Kim Myoung-Chul,Myoung-Chul,KR,KR101657215B1/en,김명철,2017
US09535526,KR,Lee Byoung-Jun,Byoung-Jun,KR,KR101657215B1/en,이병준,2017
US09535526,KR,Kim Yun-Jae,Yun-Jae,KR,KR101657215B1/en,김윤재,2017
US09535529,KR,Kim Seyeob,Seyeob,KR,KR101712346B1/en,김세엽,2017
US09535529,KR,Yoon Sangsic,Sangsic,KR,KR101712346B1/en,윤상식,2017
US09535529,KR,Kwon Sunyoung,Sunyoung,KR,KR101712346B1/en,권순영,2017
US09535529,KR,Moon Hojun,Hojun,KR,KR101712346B1/en,문호준,2017
US09535529,KR,Kim Taehoon,Taehoon,KR,KR101712346B1/en,김태훈,2017
US09535549,KR,Pyoun Joong-Bae,Joong-Bae,KR,KR20150026454A/en,변중배,2017
US09535554,KR,Jee Seok Hyun,Seok Hyun,KR,KR20140122395A/en,지석현,2017
US09535568,KR,Hong Jiyoung,Jiyoung,KR,KR101735614B1/en,홍지영,2017
US09535568,KR,Sekhar Penugonda Chandra,Penugonda Chandra,KR,KR101735614B1/en,찬드라 세카 페누곤다,2017
US09535571,KR,Kim Soo Eun,Soo Eun,KR,KR101495257B1/en,김수은,2017
US09535572,KR,Lee Jeong-yeon,Jeong-yeon,KR,KR101282251B1/en,이정연,2017
US09535572,KR,Kwon Heui-jin,Heui-jin,KR,KR101282251B1/en,권희진,2017
US09535592,KR,Lee Eun-Young,Eun-Young,KR,KR101397080B1/en,조혜연,2017
US09535592,KR,Jeong Kye-Sook,Kye-Sook,KR,KR101397080B1/en,이은영,2017
US09535592,KR,Cho Hye-Youn,Hye-Youn,KR,KR101397080B1/en,신혜은,2017
US09535592,KR,Shin Hye-Eun,Hye-Eun,KR,KR101397080B1/en,정계숙,2017
US09535600,KR,Lee Sang Ki,Sang Ki,KR,KR20120012541A/en,이상기,2017
US09535600,KR,Youn Su Jung,Su Jung,KR,KR20120012541A/en,윤수정,2017
US09535600,KR,Lim Kyoung Ae,Kyoung Ae,KR,KR20120012541A/en,임경애,2017
US09535600,KR,Shim Su Mi,Su Mi,KR,KR20120012541A/en,심수미,2017
US09535600,KR,Lim Wan Soo,Wan Soo,KR,KR20120012541A/en,임완수,2017
US09535605,KR,Park Sung Wook,Sung Wook,KR,KR101704549B1/en,박성욱,2017
US09535605,KR,Park Se Hwan,Se Hwan,KR,KR101704549B1/en,박세환,2017
US09535605,KR,Kim Ji Hoon,Ji Hoon,KR,KR101704549B1/en,김지훈,2017
US09535605,KR,Lee Ji Hoon,Ji Hoon,KR,KR101704549B1/en,이지훈,2017
US09535607,US,Yun Ho Jung,Ho Jung,KR,KR102293919B1/en,윤호중,2017
US09535607,US,Park Se Chun,Se Chun,KR,KR102293919B1/en,박세천,2017
US09535620,KR,Kim Kyung-Jin,Kyung-Jin,KR,KR102244618B1/en,김경진,2017
US09535620,KR,Kim Geun-Soo,Geun-Soo,KR,KR102244618B1/en,김근수,2017
US09535620,KR,Kong Jun-Jin,Jun-Jin,KR,KR102244618B1/en,공준진,2017
US09535644,KR,Lee Seung-pok,Seung-pok,KR,KR102226798B1/en,이승복,2017
US09535644,KR,Son Chang-won,Chang-won,KR,KR102226798B1/en,손창원,2017
US09535644,KR,Noh Dae-young,Dae-young,KR,KR102226798B1/en,노대영,2017
US09535648,KR,Kang Hee-young,Hee-young,KR,KR102091005B1/en,강희영,2017
US09535661,KR,Cho Jeong-sik,Jeong-sik,KR,KR101721176B1/en,조정식,2017
US09535661,KR,Choi Jeong-woon,Jeong-woon,KR,KR101721176B1/en,최정운,2017
US09535834,KR,Kim Dong-Keun,Dong-Keun,KR,KR102116879B1/en,김동근,2017
US09535942,KR,Hong Dong Cheol,Dong Cheol,KR,KR101518420B1/en,홍동철,2017
US09535942,KR,Kim Chung Hui,Chung Hui,KR,KR101518420B1/en,김충희,2017
US09535942,KR,Kim Dong Seon,Dong Seon,KR,KR101518420B1/en,김동선,2017
US09535942,KR,Gwon Ji Suk,Ji Suk,KR,KR101518420B1/en,권지숙,2017
US09535942,KR,Hong Min Pyo,Min Pyo,KR,KR101518420B1/en,홍민표,2017
US09536058,KR,Kim Eun-Bum,Eun-Bum,KR,KR101287518B1/en,김은범,2017
US09536058,KR,Park Chel,Chel,KR,KR101287518B1/en,박철,2017
US09536058,KR,Kim Sun-Young,Sun-Young,KR,KR101287518B1/en,김선영,2017
US09536118,KR,Kang Hyunjae,Hyunjae,KR,KR102272243B1/en,강현재,2017
US09536118,KR,Kim Junho,Junho,KR,KR102272243B1/en,김준호,2017
US09536118,KR,Song Iljong,Iljong,KR,KR102272243B1/en,송일종,2017
US09536118,KR,Park Sangchan,Sangchan,KR,KR102272243B1/en,박상찬,2017
US09536133,KR,Kim Do-wan,Do-wan,KR,KR20140090538A/en,김도완,2017
US09536133,KR,Kim Sung-yeol,Sung-yeol,KR,KR20140090538A/en,김성열,2017
US09536133,KR,Kim Sung-jin,Sung-jin,KR,KR20140090538A/en,김성진,2017
US09536133,KR,Kim Ju-hee,Ju-hee,KR,KR20140090538A/en,김주희,2017
US09536133,KR,Lee Jin-sung,Jin-sung,KR,KR20140090538A/en,이진성,2017
US09536175,KR,Cho Hoon-young,Hoon-young,KR,KR101259957B1/en,조훈영,2017
US09536175,KR,Cho Min-hyung,Min-hyung,KR,KR101259957B1/en,조민형,2017
US09536175,KR,Lee Jaehyung,Jaehyung,KR,KR101259957B1/en,이재형,2017
US09536247,KR,Sim Dae-Hyun,Dae-Hyun,KR,KR100913902B1/en,심대현,2017
US09536247,KR,Kim Kwang-Jun,Kwang-Jun,KR,KR100913902B1/en,김광준,2017
US09536247,KR,Kim Jae-Ho,Jae-Ho,KR,KR100913902B1/en,김재호,2017
US09536247,KR,Han Young-Seop,Young-Seop,KR,KR100913902B1/en,한영섭,2017
US09536247,KR,Yi Yun-Chul,Yun-Chul,KR,KR100913902B1/en,이윤철,2017
US09536247,KR,Choi Woo-Jun,Woo-Jun,KR,KR100913902B1/en,최우준,2017
US09536247,KR,Cho Beom-Soo,Beom-Soo,KR,KR100913902B1/en,조범수,2017
US09536247,KR,Lee Jeong-Eun,Jeong-Eun,KR,KR100913902B1/en,이정은,2017
US09536273,KR,Kang Dong-Woo,Dong-Woo,KR,KR101341025B1/en,강동우,2017
US09536273,KR,Shin Hyun-Ho,Hyun-Ho,KR,KR101341025B1/en,신현호,2017
US09536273,KR,Lim Moo-Jong,Moo-Jong,KR,KR101341025B1/en,임무종,2017
US09536273,KR,Yun Jae-Kyeong,Jae-Kyeong,KR,KR101341025B1/en,윤재경,2017
US09536273,KR,Jung Ho-Young,Ho-Young,KR,KR101341025B1/en,정호영,2017
US09536316,KR,Park Moon-Ho,Moon-Ho,KR,KR102042202B1/en,박문호,2017
US09536316,KR,Lee Myung-Eun,Myung-Eun,KR,KR102042202B1/en,이명은,2017
US09536316,KR,Kim Ye-Hoon,Ye-Hoon,KR,KR102042202B1/en,김예훈,2017
US09536316,KR,Kim Jong-Hyo,Jong-Hyo,KR,KR102042202B1/en,김종효,2017
US09536316,KR,Kim Jung-Hoe,Jung-Hoe,KR,KR102042202B1/en,김중회,2017
US09536316,KR,Seong Yeong-Kyeong,Yeong-Kyeong,KR,KR102042202B1/en,성영경,2017
US09536316,KR,Yu Sin-Sang,Sin-Sang,KR,KR102042202B1/en,유신상,2017
US09536316,KR,Cho Baek-Hwan,Baek-Hwan,KR,KR102042202B1/en,조백환,2017
US09536316,KR,Jin Hyeong-Min,Hyeong-Min,KR,KR102042202B1/en,진형민,2017
US09536347,KR,Nam Dong Kyung,Dong Kyung,KR,KR102049456B1/en,남동경,2017
US09536347,KR,Kim Do Kyoon,Do Kyoon,KR,KR102049456B1/en,김도균,2017
US09536347,KR,Park Ju Yong,Ju Yong,KR,KR102049456B1/en,박주용,2017
US09536347,KR,Ahn Min Su,Min Su,KR,KR102049456B1/en,안민수,2017
US09536347,KR,Lee Jin Ho,Jin Ho,KR,KR102049456B1/en,이진호,2017
US09536347,KR,Choi Seo Young,Seo Young,KR,KR102049456B1/en,최서영,2017
US09536347,KR,Ha In Woo,In Woo,KR,KR102049456B1/en,하인우,2017
US09536403,KR,Kim Ji Hye,Ji Hye,KR,KR101765916B1/en,김지혜,2017
US09536403,KR,Oh Yong Taek,Yong Taek,KR,KR101765916B1/en,오용택,2017
US09536471,KR,Moon Kyung-Hwan,Kyung-Hwan,KR,KR102124127B1/en,문경환,2017
US09536472,KR,Park Kyong Tae,Kyong Tae,KR,KR20220104137A/en,박경태,2017
US09536472,KR,Cho Yu-Hyun,Yu-Hyun,KR,KR20220104137A/en,조유현,2017
US09536475,KR,Shin Kwang-Sub,Kwang-Sub,KR,KR101978808B1/en,신광섭,2017
US09536481,KR,Yoon Seon-Tae,Seon-Tae,KR,KR102145466B1/en,윤선태,2017
US09536481,KR,Park Jae-Byung,Jae-Byung,KR,KR102145466B1/en,박재병,2017
US09536481,KR,Park Hae-Il,Hae-Il,KR,KR102145466B1/en,박해일,2017
US09536481,KR,Lee Kwang-Keun,Kwang-Keun,KR,KR102145466B1/en,이광근,2017
US09536481,KR,Lee Baek-Hee,Baek-Hee,KR,KR102145466B1/en,이백희,2017
US09536481,KR,Sim Mun-Ki,Mun-Ki,KR,KR102145466B1/en,심문기,2017
US09536481,KR,Lee Jun-Han,Jun-Han,KR,KR102145466B1/en,이준한,2017
US09536496,KR,Youn Su-jin,Su-jin,KR,KR20150099143A/en,윤수진,2017
US09536496,KR,Lee Sung-ju,Sung-ju,KR,KR20150099143A/en,이성주,2017
US09536529,US,Oh Hyen-O,Hyen-O,KR,KR101341536B1/en,오현오,2017
US09536576,KR,Kim Hyung Soo,Hyung Soo,KR,KR20130124749A/en,김형수,2017
US09536580,KR,Kang Kyoung-Tae,Kyoung-Tae,KR,KR102193883B1/en,강경태,2017
US09536580,KR,Kim Sang-Lok,Sang-Lok,KR,KR102193883B1/en,김상록,2017
US09536580,KR,Na Dae-Hoon,Dae-Hoon,KR,KR102193883B1/en,나대훈,2017
US09536586,KR,Sohn Young-Soo,Young-Soo,KR,KR102193993B1/en,손영수,2017
US09536586,KR,Park Chul-Woo,Chul-Woo,KR,KR102193993B1/en,박철우,2017
US09536586,KR,Kim Si-Hong,Si-Hong,KR,KR102193993B1/en,김시홍,2017
US09536586,KR,Park Kwang-Il,Kwang-Il,KR,KR102193993B1/en,박광일,2017
US09536586,KR,Youn Jae-Youn,Jae-Youn,KR,KR102193993B1/en,윤재윤,2017
US09536587,KR,Park Sang Il,Sang Il,KR,KR102087439B1/en,박상일,2017
US09536605,KR,Park Hyun-Kook,Hyun-Kook,KR,KR101753366B1/en,박현국,2017
US09536605,KR,Lee Yeong-Taek,Yeong-Taek,KR,KR101753366B1/en,변대석,2017
US09536605,KR,Byeon Dae-Seok,Dae-Seok,KR,KR101753366B1/en,이영택,2017
US09536605,KR,Kim Bo-Geun,Bo-Geun,KR,KR101753366B1/en,김보근,2017
US09536613,KR,Lee Hee Youl,Hee Youl,KR,KR20160029506A/en,이희열,2017
US09536634,KR,Choi Hyung-Sam,Hyung-Sam,KR,KR102020066B1/en,최형삼,2017
US09536634,KR,Lee Joon-Hee,Joon-Hee,KR,KR102020066B1/en,이준희,2017
US09536634,KR,Kim Bo-Kyung,Bo-Kyung,KR,KR102020066B1/en,김보경,2017
US09536634,KR,Seo Dong-Jin,Dong-Jin,KR,KR102020066B1/en,서동진,2017
US09536634,KR,Lee Jae-Geon,Jae-Geon,KR,KR102020066B1/en,이재건,2017
US09536647,KR,Hahn Jin Woo,Jin Woo,KR,KR101771731B1/en,한진우,2017
US09536647,KR,Song So Yeon,So Yeon,KR,KR101771731B1/en,송소연,2017
US09536647,KR,An Sung Yong,Sung Yong,KR,KR101771731B1/en,안성용,2017
US09536647,KR,Moon Byeong Cheol,Byeong Cheol,KR,KR101771731B1/en,문병철,2017
US09536647,KR,Son Soo Hwan,Soo Hwan,KR,KR101771731B1/en,손수환,2017
US09536651,KR,Li Xin Lan,Xin Lan,KR,KR101475677B1/en,이형란,2017
US09536651,KR,Eom Jae Gen,Jae Gen,KR,KR101475677B1/en,엄재근,2017
US09536651,KR,Park Geun Young,Geun Young,KR,KR101475677B1/en,박근영,2017
US09536651,KR,Jang Se Hoon,Se Hoon,KR,KR101475677B1/en,장세훈,2017
US09536651,KR,Choi Heung Gyoon,Heung Gyoon,KR,KR101475677B1/en,최흥균,2017
US09536660,KR,Park Moon Soo,Moon Soo,KR,KR101580399B1/en,박문수,2017
US09536660,KR,Kim Tae Young,Tae Young,KR,KR101580399B1/en,김태영,2017
US09536660,KR,Lee Dong Hwan,Dong Hwan,KR,KR101580399B1/en,이동환,2017
US09536662,KR,Kim Hyun Tae,Hyun Tae,KR,KR102076150B1/en,김현태,2017
US09536662,KR,Hwang Kyoung Nam,Kyoung Nam,KR,KR102076150B1/en,황경남,2017
US09536662,KR,Im Hwi Geun,Hwi Geun,KR,KR102076150B1/en,임휘근,2017
US09536662,KR,Lee Ho Jun,Ho Jun,KR,KR102076150B1/en,이호준,2017
US09536662,KR,Ahn Young Ghyu,Young Ghyu,KR,KR102076150B1/en,안영규,2017
US09536662,KR,In Woo Jin,Woo Jin,KR,KR102076150B1/en,인우진,2017
US09536708,KR,Chae Hee Sun,Hee Sun,KR,KR101517489B1/en,채희선,2017
US09536708,KR,Cho Jeong Hee,Jeong Hee,KR,KR101517489B1/en,조정희,2017
US09536708,KR,Lee Jong Sik,Jong Sik,KR,KR101517489B1/en,이종식,2017
US09536708,KR,Rhee Han Saem,Han Saem,KR,KR101517489B1/en,이한샘,2017
US09536708,KR,Kim Hyun Jun,Hyun Jun,KR,KR101517489B1/en,김현준,2017
US09536735,KR,Son In Hyuk,In Hyuk,KR,KR102093441B1/en,손인혁,2017
US09536735,KR,Lee Seung Jae,Seung Jae,KR,KR102093441B1/en,이승재,2017
US09536807,KR,Kim Kyung Whan,Kyung Whan,KR,KR20160105101A/en,김경환,2017
US09536817,KR,Lim Jae-Sung,Jae-Sung,KR,KR20160081317A/en,임재성,2017
US09536817,KR,Kim Hyung-Jun,Hyung-Jun,KR,KR20160081317A/en,김형준,2017
US09536819,KR,Lee Jun,Jun,KR,KR101856231B1/en,이준,2017
US09536819,KR,Yoo Kyoung Jong,Kyoung Jong,KR,KR101856231B1/en,유경종,2017
US09536819,KR,Lee Young Jae,Young Jae,KR,KR101856231B1/en,이영재,2017
US09536819,KR,Kim Jin Su,Jin Su,KR,KR101856231B1/en,김진수,2017
US09536825,KR,You Jung-Gun,Jung-Gun,KR,KR102231205B1/en,유정균,2017
US09536825,KR,Lee Choong-Ho,Choong-Ho,KR,KR102231205B1/en,이충호,2017
US09536825,KR,Lee Hyung-Jong,Hyung-Jong,KR,KR102231205B1/en,이형종,2017
US09536835,KR,Song Hyun-Seung,Hyun-Seung,KR,KR102088200B1/en,송현승,2017
US09536835,KR,Kim Hyeonuk,Hyeonuk,KR,KR102088200B1/en,김현욱,2017
US09536858,KR,Do Won Chul,Won Chul,KR,KR101411813B1/en,도원철,2017
US09536858,KR,Park Doo Hyun,Doo Hyun,KR,KR101411813B1/en,박두현,2017
US09536858,KR,Paek Jong Sik,Jong Sik,KR,KR101411813B1/en,백종식,2017
US09536858,KR,Lee Ji Hun,Ji Hun,KR,KR101411813B1/en,이지훈,2017
US09536858,KR,Seo Seong Min,Seong Min,KR,KR101411813B1/en,서성민,2017
US09536860,KR,Yoon Hyoyul,Hyoyul,KR,KR20220026561A/en,윤효열,2017
US09536860,KR,Myeong Mansik,Mansik,KR,KR20220026561A/en,명만식,2017
US09536860,KR,Kang Eunhye,Eunhye,KR,KR20220026561A/en,강은혜,2017
US09536860,KR,Kim Mingu,Mingu,KR,KR20220026561A/en,김민구,2017
US09536860,KR,Kim Heegon,Heegon,KR,KR20220026561A/en,김희곤,2017
US09536860,KR,Park Dongjin,Dongjin,KR,KR20220026561A/en,박동진,2017
US09536860,KR,Shin Jaiku,Jaiku,KR,KR20220026561A/en,신재구,2017
US09536860,KR,Yun Sungsik,Sungsik,KR,KR20220026561A/en,윤성식,2017
US09536860,KR,Choi Sungchul,Sungchul,KR,KR20220026561A/en,최성철,2017
US09536860,KR,Choi Wonil,Wonil,KR,KR20220026561A/en,최원일,2017
US09536860,KR,Hong Jongho,Jongho,KR,KR20220026561A/en,홍종호,2017
US09536860,KR,Hwang Taekyoung,Taekyoung,KR,KR20220026561A/en,황태경,2017
US09536861,KR,Yu Jae Woong,Jae Woong,KR,KR102216195B1/en,유재웅,2017
US09536861,KR,Jung Jong Seo,Jong Seo,KR,KR102216195B1/en,정종서,2017
US09536861,KR,Jung So Hyun,So Hyun,KR,KR102216195B1/en,정소현,2017
US09536861,KR,Shin Seong Cheol,Seong Cheol,KR,KR102216195B1/en,신성철,2017
US09536868,KR,Kim Keun-Nam,Keun-Nam,KR,KR102001417B1/en,김근남,2017
US09536868,KR,Park Sun-Young,Sun-Young,KR,KR102001417B1/en,박선영,2017
US09536868,KR,Shin Soo-Ho,Soo-Ho,KR,KR102001417B1/en,신수호,2017
US09536868,KR,Yeom Kye-Hee,Kye-Hee,KR,KR102001417B1/en,염계희,2017
US09536868,KR,Jang Hyeon-Woo,Hyeon-Woo,KR,KR102001417B1/en,장현우,2017
US09536868,KR,Jeong Jin-Won,Jin-Won,KR,KR102001417B1/en,정진원,2017
US09536868,KR,Cho Chang-Hyun,Chang-Hyun,KR,KR102001417B1/en,조창현,2017
US09536868,KR,Hong Hyeong-Sun,Hyeong-Sun,KR,KR102001417B1/en,홍형선,2017
US09536878,KR,Kim Ju-Youn,Ju-Youn,KR,KR102078187B1/en,김주연,2017
US09536881,KR,Maeda Shigenobu,Shigenobu,KR,KR102045212B1/en,시지노부 마에다,2017
US09536881,KR,Kim Sung-Bong,Sung-Bong,KR,KR102045212B1/en,김성봉,2017
US09536881,KR,Moon Chang-Wook,Chang-Wook,KR,KR102045212B1/en,문창욱,2017
US09536881,KR,Lee Dong-Hun,Dong-Hun,KR,KR102045212B1/en,이동훈,2017
US09536881,KR,Jang Hyung-Soon,Hyung-Soon,KR,KR102045212B1/en,장형순,2017
US09536881,KR,Sim Sang-Pil,Sang-Pil,KR,KR102045212B1/en,심상필,2017
US09536884,KR,Kim Jun-Soo,Jun-Soo,KR,KR102185282B1/en,김준수,2017
